Date,Block,Primary Type,Description,Location Description,Ward,Community Area,Year,Location,Historical Wards 2003-2015,Zip Codes,Community Areas,Census Tracts,Wards,Boundaries - ZIP Codes,Police Districts,Police Beats
07/07/2019 12:00:00 PM,021XX E 83RD ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,7,46,2019,"(41.744370247, -87.573117543)",9,21202,42,507,35,25,19,222
07/07/2019 11:15:00 AM,086XX W FOSTER AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,41,76,2019,"(41.973778121, -87.841855302)",34,4448,75,8,29,31,12,44
07/07/2019 11:00:00 AM,054XX N CALIFORNIA AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,40,4,2019,"(41.980715212, -87.699078384)",46,21849,6,29,24,20,2,57
07/07/2019 10:00:00 AM,012XX W FOSTER AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENTIAL YARD (FRONT/BACK),47,3,2019,"(41.976291574, -87.661923225)",37,22616,31,540,18,15,2,36
07/07/2019 07:52:00 AM,061XX S ARCHER AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE,23,56,2019,"(41.794443946, -87.770675738)",35,22268,53,587,6,7,13,131
07/07/2019 07:30:00 AM,038XX W 58TH PL,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,23,62,2019,"(41.786909694, -87.719018117)",23,21867,60,774,6,58,13,129
07/07/2019 05:45:00 AM,051XX N LOTUS AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,45,11,2019,"(41.97426888, -87.763950936)",20,21869,11,128,50,48,12,58
07/07/2019 05:30:00 AM,024XX N HARDING AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,31,22,2019,"(41.925109803, -87.72556896)",27,22535,23,186,17,1,6,181
07/07/2019 04:00:00 AM,104XX S EGGLESTON AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,34,49,2019,"(41.70435974, -87.634309776)",45,21861,45,525,22,19,9,258
07/07/2019 12:01:00 AM,050XX S ROCKWELL ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,14,63,2019,"(41.802254076, -87.689152646)",49,22248,61,763,8,56,23,120
07/06/2019 11:30:00 PM,064XX S KILBOURN AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,13,65,2019,"(41.775516773, -87.734880179)",23,21867,63,6,15,58,13,271
07/06/2019 10:30:00 PM,120XX S BISHOP ST,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,RESIDENCE,34,53,2019,"(41.675014243, -87.657655014)",45,22212,50,662,22,13,10,220
07/06/2019 10:30:00 PM,044XX S ALBANY AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,15,58,2019,"(41.813141685, -87.701695411)",49,22248,55,156,8,56,23,115
07/06/2019 10:30:00 PM,003XX E 132ND ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,9,54,2019,"(41.65561545, -87.613953442)",30,4460,51,10,43,47,10,221
07/06/2019 10:30:00 PM,081XX S BLACKSTONE AVE,MOTOR VEHICLE THEFT,ATT: AUTOMOBILE,STREET,8,45,2019,"(41.747342587, -87.588238876)",9,21546,41,133,35,61,19,224
07/06/2019 08:30:00 PM,047XX S CHAMPLAIN AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,4,38,2019,"(41.808987882, -87.610193317)",1,21192,4,165,10,10,24,116
07/06/2019 08:00:00 PM,109XX S NORMAL AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,34,49,2019,"(41.695201994, -87.635225471)",45,21861,45,525,22,19,9,258
07/06/2019 03:48:00 PM,132XX S ELLIS AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,9,54,2019,"(41.655682504, -87.596808838)",30,4460,51,10,43,47,10,221
07/06/2019 03:00:00 PM,072XX S CALUMET AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,6,69,2019,"(41.763323297, -87.61681655)",31,21546,67,474,32,61,18,223
07/06/2019 02:20:00 PM,046XX W MADISON ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,28,25,2019,"(41.880539859, -87.74171184)",11,22216,26,696,23,32,16,90
07/06/2019 12:55:00 PM,015XX N DAMEN AVE,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,1,24,2019,"(41.908417822, -87.67740693)",24,21560,25,481,41,4,7,200
07/06/2019 12:00:00 PM,047XX S WABASH AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENTIAL YARD (FRONT/BACK),3,38,2019,"(41.808508608, -87.624437861)",12,21192,4,448,9,10,24,107
07/06/2019 11:06:00 AM,091XX S BURLEY AVE,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,10,46,2019,"(41.729684293, -87.545645945)",47,21202,42,510,47,25,19,239
07/06/2019 10:16:00 AM,020XX W 59TH ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,15,67,2019,"(41.786624439, -87.674473454)",44,22257,65,274,3,23,17,270
07/06/2019 09:30:00 AM,061XX S MAPLEWOOD AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,16,66,2019,"(41.782230072, -87.687387863)",44,21867,64,111,2,58,13,274
07/06/2019 09:30:00 AM,042XX W ARMITAGE AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),35,20,2019,"(41.917093005, -87.732174112)",27,22615,21,135,12,2,6,194
07/06/2019 08:42:00 AM,077XX S KINGSTON AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,7,43,2019,"(41.75458341, -87.562650971)",43,22538,39,246,37,24,19,225
07/06/2019 07:30:00 AM,068XX S STATE ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,6,69,2019,"(41.770031981, -87.625044939)",31,22260,67,514,32,11,18,211
07/06/2019 06:00:00 AM,089XX S LUELLA AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,7,48,2019,"(41.732644758, -87.569533532)",43,21202,44,492,37,25,19,246
07/06/2019 03:30:00 AM,079XX S CHAMPLAIN AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,APARTMENT,6,44,2019,"(41.750707215, -87.608854215)",31,21546,40,11,32,61,20,227
07/06/2019 02:00:00 AM,024XX N WESTERN AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,1,22,2019,"(41.926203822, -87.687690416)",24,22535,23,240,41,1,7,180
07/05/2019 10:30:00 PM,002XX W 37TH ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,3,34,2019,"(41.827286422, -87.63228434)",12,14924,35,296,9,37,23,170
07/05/2019 09:45:00 PM,019XX S DRAKE AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENTIAL YARD (FRONT/BACK),24,29,2019,"(41.854310729, -87.713697194)",36,21569,30,157,14,57,21,130
07/05/2019 09:00:00 PM,012XX N DEARBORN ST,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),2,8,2019,"(41.904871691, -87.630014558)",22,14926,37,17,11,54,14,197
07/05/2019 08:50:00 PM,032XX W MONTROSE AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,33,14,2019,"(41.961184538, -87.708555894)",2,21538,16,24,20,39,1,13
07/05/2019 05:00:00 PM,010XX N WINCHESTER AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,2,24,2019,"(41.900379883, -87.675953778)",24,21560,25,462,11,4,15,63
07/05/2019 05:00:00 PM,006XX W WELLINGTON AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,44,6,2019,"(41.936484077, -87.645235981)",38,4449,57,684,25,22,5,30
07/05/2019 04:00:00 PM,071XX S JEFFERY BLVD,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),5,43,2019,"(41.765755571, -87.576292427)",32,22538,39,452,33,24,18,89
07/05/2019 03:00:00 PM,086XX S EXCHANGE AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,10,46,2019,"(41.73857993, -87.552678393)",47,21202,42,226,47,25,19,238
07/05/2019 03:00:00 PM,002XX E 74TH ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,6,69,2019,"(41.760151502, -87.619560448)",31,21546,67,474,32,61,18,223
07/05/2019 01:00:00 PM,064XX N MAPLEWOOD AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,ALLEY,50,2,2019,"(41.998398396, -87.693564752)",42,22528,20,41,27,12,11,46
07/05/2019 08:00:00 AM,008XX E 65TH ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,20,42,2019,"(41.776785504, -87.60526122)",53,22260,9,347,4,60,18,206
07/05/2019 07:50:00 AM,0000X E 69TH ST,MOTOR VEHICLE THEFT,AUTOMOBILE,VEHICLE NON-COMMERCIAL,6,69,2019,"(41.769201293, -87.622513709)",53,22260,67,514,32,60,18,211
07/05/2019 05:30:00 AM,077XX S COLES AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENTIAL YARD (FRONT/BACK),7,43,2019,"(41.755781299, -87.554309795)",43,22538,39,421,37,24,19,225
07/05/2019 02:00:00 AM,087XX S THROOP ST,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE,21,71,2019,"(41.73505164, -87.655747456)",18,21554,70,533,13,59,9,244
07/05/2019 01:00:00 AM,060XX S ARTESIAN AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,16,66,2019,"(41.784093679, -87.684993196)",44,21867,64,111,2,58,13,274
07/05/2019 12:30:00 AM,061XX N NAGLE AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,ALLEY,41,10,2019,"(41.992761423, -87.787549696)",20,22532,36,656,38,18,12,34
07/05/2019 12:30:00 AM,075XX S HAMILTON AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE,18,71,2019,"(41.756105885, -87.677486801)",6,21554,70,573,30,59,20,231
07/05/2019 12:00:00 AM,069XX S ANTHONY AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,6,69,2019,"(41.76932603, -87.613457902)",31,22260,67,480,32,60,18,211
07/04/2019 10:50:00 PM,008XX E 63RD ST,MOTOR VEHICLE THEFT,AUTOMOBILE,GAS STATION,20,42,2019,"(41.780439401, -87.603727666)",53,22260,9,470,4,60,18,277
07/04/2019 10:00:00 PM,054XX N LOTUS AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,VEHICLE NON-COMMERCIAL,45,11,2019,"(41.97978043, -87.764744059)",20,21869,11,128,50,48,12,58
07/04/2019 10:00:00 PM,067XX S GREEN ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,6,68,2019,"(41.771999495, -87.6458017)",17,21559,66,410,32,11,17,202
07/04/2019 09:30:00 PM,013XX N CENTRAL AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,37,25,2019,"(41.904242382, -87.765730692)",52,4299,26,565,7,5,6,154
07/04/2019 09:00:00 PM,072XX S CONSTANCE AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,7,43,2019,"(41.763080225, -87.580520761)",32,22538,39,452,37,24,18,217
07/04/2019 08:15:00 PM,014XX S TRUMBULL AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,24,29,2019,"(41.862008217, -87.711636839)",36,21569,30,772,14,57,21,153
07/04/2019 06:30:00 PM,011XX W GRAND AVE,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",OTHER,27,24,2019,"(41.891102669, -87.655367821)",41,22620,25,522,46,49,15,76
07/04/2019 06:30:00 PM,035XX W FULLERTON AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,35,22,2019,"(41.924627849, -87.714968502)",10,22535,23,70,12,1,7,185
07/04/2019 06:00:00 PM,003XX W 95TH ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,21,49,2019,"(41.721600244, -87.633067994)",18,21861,45,187,13,59,20,242
07/04/2019 06:00:00 PM,047XX N KEDZIE AVE,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",PARKING LOT/GARAGE(NON.RESID.),33,14,2019,"(41.967437975, -87.708443315)",2,21849,14,258,20,20,1,1
07/04/2019 04:45:00 PM,029XX N MANGO AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE,30,19,2019,"(41.934046498, -87.769986997)",27,22254,19,82,21,52,6,177
07/04/2019 04:00:00 PM,059XX W CULLOM AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,38,15,2019,"(41.95855046, -87.775212595)",25,22254,15,26,19,52,12,15
07/04/2019 02:22:00 PM,102XX S ABERDEEN ST,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,34,73,2019,"(41.708140711, -87.650163134)",45,22212,72,594,22,13,9,253
07/04/2019 02:00:00 PM,051XX N KENMORE AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,48,3,2019,"(41.975652642, -87.656395187)",40,22616,31,634,16,15,2,14
07/04/2019 12:00:00 PM,024XX W EASTWOOD AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,47,4,2019,"(41.965732095, -87.689751375)",13,21849,6,666,18,20,5,10
07/04/2019 10:00:00 AM,048XX W CORTLAND ST,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,36,19,2019,"(41.915080558, -87.747929172)",7,22615,19,306,44,2,6,195
07/04/2019 10:00:00 AM,022XX E 68TH ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,5,43,2019,"(41.771687649, -87.570734839)",32,22538,39,134,33,24,18,262
07/04/2019 09:00:00 AM,010XX E 80TH ST,MOTOR VEHICLE THEFT,"CYCLE, SCOOTER, BIKE W-VIN",STREET,8,44,2019,"(41.749527954, -87.598606502)",9,21546,40,247,35,61,20,235
07/04/2019 07:00:00 AM,051XX S LINDER AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,14,56,2019,"(41.799410726, -87.760051591)",35,22268,53,607,8,7,13,112
07/04/2019 03:30:00 AM,022XX E 69TH ST,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",STREET,5,43,2019,"(41.769858738, -87.570965451)",32,22538,39,142,33,24,18,262
07/04/2019 03:00:00 AM,086XX S HOUSTON AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,10,46,2019,"(41.738390299, -87.550218486)",47,21202,42,506,47,25,19,239
07/04/2019 02:00:00 AM,036XX W GRENSHAW ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,24,29,2019,"(41.867189292, -87.716201538)",36,21572,30,98,14,30,16,141
07/03/2019 11:47:00 PM,057XX W HIGGINS AVE,MOTOR VEHICLE THEFT,"THEFT/RECOVERY: TRUCK,BUS,MHOME",ALLEY,45,11,2019,"(41.971436585, -87.771694898)",20,21869,11,780,50,48,12,43
07/03/2019 11:00:00 PM,061XX S CARPENTER ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,16,68,2019,"(41.782351338, -87.650926895)",19,21559,66,434,2,11,17,261
07/03/2019 10:00:00 PM,029XX W HARRISON ST,MOTOR VEHICLE THEFT,AUTOMOBILE,OTHER,27,27,2019,"(41.873761627, -87.699545765)",48,21184,28,51,23,28,16,146
07/03/2019 09:30:00 PM,053XX W KINZIE ST,MOTOR VEHICLE THEFT,AUTOMOBILE,VEHICLE NON-COMMERCIAL,37,25,2019,"(41.887764152, -87.758748188)",11,22216,26,673,45,32,25,84
07/03/2019 09:00:00 PM,087XX S PEORIA ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,21,71,2019,"(41.735597929, -87.646072827)",18,21554,70,533,13,59,9,244
07/03/2019 07:15:00 PM,035XX W WALNUT ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,28,27,2019,"(41.885480696, -87.714343577)",11,21572,28,176,23,30,16,86
07/03/2019 07:00:00 PM,034XX W FULTON BLVD,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,28,27,2019,"(41.886345122, -87.711801241)",11,21572,28,176,23,30,16,86
07/03/2019 07:00:00 PM,084XX S HAMLIN AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,VEHICLE NON-COMMERCIAL,18,70,2019,"(41.740200447, -87.716744732)",6,4300,69,198,30,8,13,232
07/03/2019 06:30:00 PM,004XX W 65TH PL,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,20,68,2019,"(41.775314163, -87.635713842)",53,21559,66,435,4,11,17,201
07/03/2019 06:30:00 PM,034XX W MC LEAN AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,26,22,2019,"(41.918245862, -87.712627139)",10,22535,23,321,49,1,7,185
07/03/2019 06:00:00 PM,071XX W WRIGHTWOOD AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,29,18,2019,"(41.927164794, -87.803003129)",39,4454,18,136,7,3,6,183
07/03/2019 06:00:00 PM,088XX S EGGLESTON AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,21,71,2019,"(41.73392327, -87.635044476)",18,21554,70,608,13,59,9,243
07/03/2019 06:00:00 PM,038XX N PLAINFIELD AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,38,17,2019,"(41.94908259, -87.834145192)",39,22254,17,445,19,52,12,29
07/03/2019 05:15:00 PM,048XX W CORTEZ ST,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,RESIDENTIAL YARD (FRONT/BACK),37,25,2019,"(41.899582615, -87.747148767)",4,4299,26,578,45,5,25,69
07/03/2019 04:00:00 PM,058XX S TRIPP AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,13,62,2019,"(41.786867124, -87.729102138)",23,21867,60,773,15,58,13,271
07/03/2019 03:30:00 PM,057XX S COTTAGE GROVE AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,20,40,2019,"(41.790872026, -87.606143261)",32,22260,8,154,33,60,24,132
07/03/2019 03:30:00 PM,033XX W POLK ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,24,27,2019,"(41.870919937, -87.709314507)",36,21572,28,36,14,30,16,140
07/03/2019 02:45:00 PM,081XX S STATE ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,6,44,2019,"(41.746844283, -87.624420391)",31,21546,40,1,32,59,20,235
07/03/2019 02:00:00 PM,021XX W THOMAS ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,2,24,2019,"(41.901295051, -87.681483736)",16,21560,25,476,11,4,15,63
07/03/2019 02:00:00 PM,017XX W MAYPOLE AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,27,28,2019,"(41.884191143, -87.671096014)",41,21184,29,579,46,28,15,92
07/03/2019 02:00:00 PM,0000X W CHICAGO AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,2,8,2019,"(41.896659808, -87.62938108)",22,4446,37,669,11,55,14,72
07/03/2019 12:45:00 PM,070XX S INDIANA AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,ALLEY,6,69,2019,"(41.766810062, -87.620146457)",31,22260,67,514,32,60,18,211
07/03/2019 10:00:00 AM,052XX S WABASH AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,3,40,2019,"(41.799475787, -87.624211019)",12,21192,7,218,9,10,24,111
07/03/2019 10:00:00 AM,009XX W 115TH PL,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,34,53,2019,"(41.684232725, -87.646125493)",45,22212,50,642,22,13,10,220
07/03/2019 09:30:00 AM,016XX W 38TH PL,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,12,59,2019,"(41.824091574, -87.667243325)",26,14924,56,721,1,37,23,165
07/03/2019 09:00:00 AM,049XX W FLOURNOY ST,MOTOR VEHICLE THEFT,AUTOMOBILE,VEHICLE NON-COMMERCIAL,29,25,2019,"(41.872037772, -87.748061401)",36,22216,26,61,7,32,25,137
07/03/2019 07:30:00 AM,074XX S EGGLESTON AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,6,68,2019,"(41.758996647, -87.635725667)",17,21559,66,511,32,11,17,214
07/03/2019 07:30:00 AM,071XX S CYRIL AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,5,43,2019,"(41.764832296, -87.576944743)",32,22538,39,452,33,24,18,89
07/03/2019 07:00:00 AM,036XX W GEORGE ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,30,21,2019,"(41.933726697, -87.717846483)",27,21538,22,71,21,39,6,175
07/03/2019 04:30:00 AM,100XX S ARTESIAN AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,19,72,2019,"(41.71136126, -87.683050976)",33,4447,71,661,42,33,9,254
07/03/2019 03:45:00 AM,029XX S SHIELDS AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,11,34,2019,"(41.840192278, -87.635369248)",26,21194,35,375,48,40,23,157
07/03/2019 12:30:00 AM,001XX W 103RD ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,9,49,2019,"(41.70710395, -87.628002996)",45,21861,45,524,22,19,10,256
07/03/2019 12:30:00 AM,026XX S LA SALLE ST,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",COMMERCIAL / BUSINESS OFFICE,11,34,2019,"(41.845223919, -87.630649875)",26,21194,35,346,48,40,23,157
07/03/2019 12:00:00 AM,036XX S STATE ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,3,35,2019,"(41.828312991, -87.626497936)",12,14924,1,446,9,37,24,102
07/02/2019 11:50:00 PM,036XX W BELMONT AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,30,21,2019,"(41.939196499, -87.718977392)",15,21538,22,138,21,39,1,20
07/02/2019 10:44:00 PM,012XX N WELLS ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,2,8,2019,"(41.904435307, -87.634500996)",51,14926,37,290,11,54,14,198
07/02/2019 10:30:00 PM,087XX S BEVERLY AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,21,71,2019,"(41.734397956, -87.671666116)",18,21554,70,488,13,59,9,245
07/02/2019 10:00:00 PM,100XX S ARTESIAN AVE,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,19,72,2019,"(41.71136126, -87.683050976)",33,4447,71,661,42,33,9,254
07/02/2019 09:00:00 PM,006XX E 43RD ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,4,38,2019,"(41.816760495, -87.609889444)",1,4301,4,583,10,36,24,114
07/02/2019 07:00:00 PM,004XX E 69TH ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,20,69,2019,"(41.769364895, -87.613967009)",31,22260,67,480,32,60,18,211
07/02/2019 06:47:00 PM,074XX N HOYNE AVE,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,49,1,2019,"(42.01629154, -87.683008076)",3,22528,10,52,5,12,11,33
07/02/2019 06:01:00 PM,042XX S MICHIGAN AVE,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,3,38,2019,"(41.817542444, -87.623054262)",12,4301,4,163,9,36,24,102
07/02/2019 03:15:00 PM,017XX W 21ST ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,25,31,2019,"(41.854100232, -87.669160108)",8,14920,33,343,26,43,15,121
07/02/2019 02:00:00 PM,015XX W ADAMS ST,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",STREET,28,28,2019,"(41.878921239, -87.665245815)",48,14917,29,91,23,44,15,92
07/02/2019 01:54:00 PM,080XX S MORGAN ST,MOTOR VEHICLE THEFT,AUTOMOBILE,VEHICLE NON-COMMERCIAL,21,71,2019,"(41.74829309, -87.648828783)",18,21554,70,487,13,59,20,230
07/02/2019 12:00:00 PM,028XX S HARDING AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,22,30,2019,"(41.839822544, -87.723209631)",14,21569,32,234,28,57,21,167
07/02/2019 12:00:00 PM,005XX W ROSCOE ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,44,6,2019,"(41.943331829, -87.644019209)",38,4449,57,169,25,22,5,18
07/02/2019 11:30:00 AM,083XX S COTTAGE GROVE AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,GAS STATION,8,44,2019,"(41.743503863, -87.60501807)",9,21546,40,141,35,61,20,241
07/02/2019 09:30:00 AM,051XX W NORTH AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,37,25,2019,"(41.909533936, -87.753233363)",4,22615,26,523,45,2,6,195
07/02/2019 09:00:00 AM,038XX S MICHIGAN AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),3,35,2019,"(41.825037373, -87.623107178)",12,4301,1,446,9,36,24,102
07/02/2019 08:00:00 AM,012XX W 95TH PL,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENTIAL YARD (FRONT/BACK),21,73,2019,"(41.720303028, -87.65377789)",18,22212,72,592,13,13,9,252
07/02/2019 06:00:00 AM,027XX S SAWYER AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,22,30,2019,"(41.841926231, -87.706179611)",14,21569,32,146,28,57,21,166
07/02/2019 05:30:00 AM,032XX W WASHINGTON BLVD,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,28,27,2019,"(41.882786648, -87.706900228)",11,21572,28,176,23,30,16,86
07/02/2019 05:30:00 AM,032XX W MADISON ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,28,27,2019,"(41.880962582, -87.707057586)",11,21572,28,39,23,30,16,86
07/02/2019 04:00:00 AM,059XX S ARCHER AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,14,56,2019,"(41.795496756, -87.763790409)",35,22268,53,587,8,7,13,131
07/02/2019 01:45:00 AM,006XX E 100TH ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,9,49,2019,"(41.712885281, -87.607576005)",30,21861,45,570,43,19,10,250
07/02/2019 12:03:00 AM,052XX S INDIANA AVE,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,3,40,2019,"(41.799057722, -87.620955259)",12,21192,7,218,9,10,24,125
07/02/2019 12:01:00 AM,005XX N LECLAIRE AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE,37,25,2019,"(41.890314762, -87.752984928)",11,22216,26,694,45,32,25,81
07/01/2019 11:30:00 PM,079XX S CHAPPEL AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,8,46,2019,"(41.750629772, -87.574744108)",9,21202,42,507,35,25,19,222
07/01/2019 11:30:00 PM,084XX S MARQUETTE AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),7,46,2019,"(41.742046197, -87.55879227)",43,21202,42,226,37,25,19,238
07/01/2019 11:00:00 PM,007XX E 90TH PL,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,8,44,2019,"(41.730240897, -87.606362219)",31,21546,40,430,35,61,20,248
07/01/2019 11:00:00 PM,073XX S PHILLIPS AVE,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",PARKING LOT/GARAGE(NON.RESID.),7,43,2019,"(41.761727593, -87.564815996)",43,22538,39,245,37,24,18,213
07/01/2019 11:00:00 PM,047XX S PRINCETON AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,3,37,2019,"(41.808379343, -87.633341493)",12,14924,3,224,9,37,23,117
